2021-01-15 09:02:13,96.62
2021-01-15 09:12:13,96.4
2021-01-15 09:22:13,95.52
2021-01-15 09:32:13,94.25
2021-01-15 09:42:13,94.52
2021-01-15 09:52:13,116.08
2021-01-15 10:02:13,128.08
2021-01-15 10:12:13,125.47
2021-01-15 10:22:13,126.57
2021-01-15 10:32:13,116.78
2021-01-15 10:42:13,75.77
2021-01-15 10:52:13,78.47
2021-01-15 11:02:13,82.32
2021-01-15 11:12:13,78.33
2021-01-15 11:22:13,106.1
2021-01-15 11:32:13,122.38
2021-01-15 11:42:13,126.98
2021-01-15 11:52:13,125.18
2021-01-15 12:02:13,125.93
2021-01-15 12:12:13,124.55
2021-01-15 12:22:13,125.38
2021-01-15 12:32:13,138.12
2021-01-15 12:42:13,142.68
2021-01-15 12:52:13,141.08
2021-01-15 13:02:13,141.65
2021-01-15 13:12:13,143.5
2021-01-15 13:22:13,140.02
2021-01-15 13:32:13,139.32
2021-01-15 13:42:13,139.28
2021-01-15 13:52:13,139.03
2021-01-15 14:02:13,139.45
2021-01-15 14:12:13,137.27
2021-01-15 14:22:13,135.7
2021-01-15 14:32:13,138.22
2021-01-15 14:42:13,137.77
2021-01-15 14:52:13,138.23
2021-01-15 15:02:13,139.4
2021-01-15 15:12:13,138.23
2021-01-15 15:22:13,137.92
2021-01-15 15:32:13,137.63
2021-01-15 15:42:13,137.88
2021-01-15 15:52:13,140.28
2021-01-15 16:02:13,144.27
2021-01-15 16:12:13,117.62
2021-01-15 16:22:13,89.25
2021-01-15 16:32:13,89.63
2021-01-15 16:42:13,89.6
2021-01-15 16:52:13,89.82
2021-01-15 17:02:13,89.42
2021-01-15 17:12:13,92.0
2021-01-15 17:22:13,99.0
2021-01-15 17:32:13,87.8
2021-01-15 17:42:13,89.57
2021-01-15 17:52:13,106.7
2021-01-15 18:02:13,136.85
2021-01-15 18:12:13,139.08
2021-01-15 18:22:13,139.87
2021-01-15 18:32:13,139.6
2021-01-15 18:42:13,140.93
2021-01-15 18:52:13,140.77
